sentence,hypothesis,features,contradiction
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('max', '40', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 3.160423678259484, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') remove middlebox('overuse notification'), middlebox('ips') start hour('06:20') end hour('09:40')","define intent hypIntent: for group('students') remove middlebox('ids'), middlebox('unit firewall'), middlebox('ips') start hour('15:10') end hour('17:10')","[3, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2.8832037241693578, 5]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('max', '70', 'mbps')","define intent hypIntent: for group('students') set bandwidth('max', '20', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') allow service('email') protocol('tcp'),define intent hypIntent: for group('scholarly person') allow traffic('voip') protocol('ftp'),"[5, 1, 1440.0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0.5637843698418132, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') allow traffic('email'), traffic('voip')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') block traffic('email') protocol('secure POP'),"[3, 1, 1440.0, 1, 1, 1, 1, 3.0890274969886993, 4, 0, 0, 0, 0, 1.3669060432556672, 3, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('load balancer'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.8') add middlebox('load balancer'), middlebox('ids'), middlebox('traffics monitor')","[5, 1, 1440.0, 0, 0, 1, 0, 3.0668425617156334, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.788413912751622, 4]",0
define intent stnIntent: for group('dorms') allow service('CounterStrike') protocol('secure POP') start hour('12:10') end hour('19:30'),"define intent hypIntent: for group('dorms') block protocol('secure IMAP'), protocol('secure POP')","[5, 1, 441.0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1.8548978049203493, 3, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow service('MSN video') protocol('nat') add middlebox('firewall'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') allow protocol('smtp'), protocol('icmp')","[3, 1, 1440.0, 0, 0, 1, 0, 3.0890274969886993, 4, 0, 1, 0, 0, 0, 0, 1.0572253798225288, 3, 0, 1]",0
"define intent stnIntent: for group('students') set bandwidth('min', '50', 'mbps') start hour('10:00') end hour('19:30')","define intent hypIntent: for group('students') set bandwidth('max', '90', 'mbps') start hour('08:20') end hour('14:40')","[5, 0, 281.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') add middlebox('ips'), middlebox('load balancer'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.68') remove middlebox('parental control'), middlebox('dpi')","[5, 1, 1440.0, 1, 0, 1, 0, 2.6299349711584856, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.8806451650379135, 5]",0
"define intent stnIntent: for group('guests') set bandwidth('max', '90', 'mbps') start hour('08:00') end hour('19:00')","define intent hypIntent: for group('guests') set bandwidth('min', '30', 'mbps')","[5, 0, 661.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.5') add middlebox('load balancer'), middlebox('ids')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.42') remove middlebox('ips'), middlebox('network border system'), middlebox('dpi')","[3, 1, 1440.0, 1, 0, 0, 0, 3.02577702663763, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.6164108509478137, 5]",0
"define intent stnIntent: for group('guests') add middlebox('traffics monitor'), middlebox('copyright monitoring')","define intent hypIntent: for group('non registered users') remove middlebox('unit firewall'), middlebox('traffics monitor'), middlebox('ips')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3.3788188056078003, 5]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set bandwidth('max', '90', 'mbps') start hour('04:00') end hour('12:30')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set bandwidth('max', '30', 'mbps') start hour('14:10') end hour('18:20')","[3, 0, 0, 0, 0, 0, 0, 3.0762198390528996, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('guests') allow service('Sorenson Videophone 200') traffic('gaming'),define intent hypIntent: for group('guests') block traffic('video conference') protocol('https'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0.5426601053363723, 2, 0, 1, 0, 0]",1
define intent stnIntent: for group('dorms') allow service('MSN audio') traffic('voip') start hour('04:10') end hour('12:00'),define intent hypIntent: for group('dorms') block traffic('voip') protocol('http') start hour('14:20') end hour('17:40'),"[5, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 1.0, 2, 0, 1, 0, 0]",0
define intent stnIntent: for group('dorms') allow service('MSN chat') protocol('ssh'),define intent hypIntent: for group('hall') block traffic('file sharing') protocol('POP3'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0.43159960276011217, 2, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('download', '3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.30') add middlebox('copyright monitoring'), middlebox('network border system')","[4, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.80') set quota('download', '8', 'gb/wk')","define intent hypIntent: for group('guests') set quota('download', '3', 'gb/wk')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') unset quota('download', '5', 'gb/wk')","define intent hypIntent: for group('dorms') unset bandwidth('max', '80', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '80', 'mbps')","define intent hypIntent: for group('students') set bandwidth('max', '50', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('download', '1', 'gb/wk')","define intent hypIntent: for group('students') set quota('download', '1', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.65') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.669597039733404, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set quota('download', '4', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') set bandwidth('min', '50', 'mbps')","[5, 1, 1440.0, 0, 0, 1, 0, 3.363687318336602, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('any', '1', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.19') set quota('download', '6', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 2.732129605242168, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('any', '7', 'gb/wk')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') allow service('Battlenet') traffic('voip'),"[2, 1, 1440.0, 0, 0, 0, 0, 3.2406548829247512, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow traffic('peer2peer'), traffic('H323 video conferencing') start hour('10:10') end hour('19:40')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') block traffic('any') protocol('http'),"[3, 1, 571.0, 1, 0, 0, 1, 3.327823164852079, 4, 0, 0, 0, 0, 0.5523762454382065, 3, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('traffics monitor'), middlebox('copyright monitoring')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.42') remove middlebox('firewall'),"[5, 1, 1440.0, 1, 0, 1, 0, 3.0512183729998323, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.87066607148201, 3]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') allow service('Sorenson Videophone 200') traffic('video conference') start hour('08:00') end hour('14:40'),define intent hypIntent: for group('students') block traffic('gaming') protocol('tcp'),"[3, 1, 401.0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0.5426601053363723, 2, 0, 1, 0, 0]",1
"define intent stnIntent: for group('students') add middlebox('unit firewall'), middlebox('traffics monitor')",define intent hypIntent: for group('educatee') add middlebox('firewall'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.1383386476540407, 3]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') allow service('MSN application sharing') start hour('11:30') end hour('19:40'),"define intent hypIntent: for group('dorms') block protocol('https'), protocol('udp') start hour('11:40') end hour('17:10')","[3, 1, 331.0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('min', '60', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('min', '70', 'mbps')","[2, 0, 1440.0, 0, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') add middlebox('parental control'), middlebox('ips'), middlebox('ids')","define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('dpi'), middlebox('load balancer')","[4, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4.157113285914795, 6]",1
define intent stnIntent: for group('dorms') remove middlebox('load balancer') start hour('03:00') end hour('13:10'),"define intent hypIntent: for group('dorms') add middlebox('network border system'), middlebox('firewall') start hour('16:00') end hour('17:00')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.1919377200820969, 3]",0
define intent stnIntent: for group('dorms') allow service('file transfer') traffic('streaming'),define intent hypIntent: for group('dorms') block traffic('H323 video conferencing') protocol('ftp'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0.624456935439248, 2, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('any', '5', 'gb/wk') start hour('02:10') end hour('14:00')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('upload', '5', 'gb/wk') start hour('17:40') end hour('18:30')","[3, 0, 0, 0, 0, 0, 0, 3.51464949881739, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('max', '40', 'mbps')","define intent hypIntent: for group('students') set bandwidth('max', '20', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set bandwidth('max', '40', 'mbps')","define intent hypIntent: for group('hall') set quota('upload', '6', 'gb/wk')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.96') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('min', '50', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 3.0030886199819906, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('download', '4', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('download', '5', 'gb/wk')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') allow service('vimeo') protocol('quic'),define intent hypIntent: for group('dorms') block service('netflix') protocol('quic'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.689023003400464, 2, 1, 2, 0, 0, 1.0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('any', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('any', '6', 'gb/wk')","[2, 0, 1440.0, 0, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') allow traffic('file sharing'), traffic('social media')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.68') block traffic('social media') protocol('snmp'),"[4, 1, 1440.0, 1, 0, 0, 0, 2.942001206198307, 4, 0, 0, 0, 0, 1.520696973372408, 3, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('traffics monitor'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.76') add middlebox('ids'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.2329413735728156, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.5043953052451581, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set bandwidth('max', '80', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') set bandwidth('max', '70', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.853875683884586, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') block service('MSN audio') protocol('quic'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.38') block protocol('http'),"[5, 1, 1440.0, 0, 0, 1, 1, 3.254023563865643, 4, 0, 1, 0, 0, 0, 0, 0.5227435469363503, 2, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow traffic('any') protocol('http') start hour('12:40') end hour('18:30'),define intent hypIntent: for group('students') block traffic('torrent') protocol('quic') start hour('10:20') end hour('19:40'),"[4, 1, 351.0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0.41600518028575184, 2, 0.5227435469363503, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow traffic('video conference') protocol('quic') start hour('05:30') end hour('10:10'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow traffic('social media') protocol('dns') start hour('14:20') end hour('18:20'),"[2, 1, 0, 0, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0.6078988015585495, 2, 0.5141570251242086, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set bandwidth('min', '80', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.77') set bandwidth('max', '10', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.1925664146060004, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') allow service('netflix') protocol('secure IMAP'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.80') allow traffic('any') protocol('secure IMAP'),"[5, 1, 1440.0, 0, 0, 1, 1, 3.122743645179574, 4, 0, 1, 0, 0, 0, 1, 1.0, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') allow service('email'), service('netflix')",define intent hypIntent: for group('students') block service('netflix') protocol('tcp'),"[3, 1, 1440.0, 1, 0, 1, 1, 0, 2, 1.6891836065417092, 3, 0, 1, 0, 0, 0, 1, 0, 0]",1
define intent stnIntent: for group('guests') remove middlebox('dpi'),"define intent hypIntent: for group('guest networks') remove middlebox('dpi'), middlebox('load balancer')","[5, 1, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.3938240176573453, 3]",0
"define intent stnIntent: for group('dorms') add middlebox('parental control'), middlebox('ids'), middlebox('network border system')","define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('parental control'), middlebox('ips')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 4.0369864124909824, 6]",1
define intent stnIntent: for group('dorms') allow service('Battlenet') traffic('email') start hour('04:40') end hour('13:40'),define intent hypIntent: for group('dorms') allow traffic('streaming') protocol('https') start hour('14:20') end hour('18:20'),"[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0.4643345118857562, 2, 0, 1, 0, 0]",0
"define intent stnIntent: for group('guests') set bandwidth('max', '40', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('min', '20', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') remove middlebox('ips'), middlebox('dpi'), middlebox('firewall') start hour('06:10') end hour('13:40')","define intent hypIntent: for group('students') add middlebox('unit firewall'), middlebox('overuse notification'), middlebox('parental control') start hour('16:10') end hour('17:20')","[3, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 3.8793371948701116, 6]",0
"define intent stnIntent: for group('guests') set bandwidth('min', '80', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('upload', '7', 'gb/wk')","define intent hypIntent: for group('students') set bandwidth('max', '60', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('guests') allow service('listserver') traffic('H323 video conferencing'),define intent hypIntent: for group('guest networks') block service('PC Telephone') traffic('torrent'),"[5, 1, 1440.0, 1, 2, 1, 1, 0, 0, 0.3504263132243101, 2, 0, 2, 0.5180529849494937, 2, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('traffics monitor'), middlebox('dpi')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') remove middlebox('unit firewall'), middlebox('ids')","[5, 1, 1440.0, 1, 0, 1, 0, 3.182653462635226, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.9783490266632053, 4]",0
